COUNTY,Date,EP_Region,AAA_Region,Cases,Deaths,Cases.Cumulative,Deaths.Cumulative,county_id
Presque Isle,2020-03-04,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-05,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-06,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-07,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-08,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-09,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-10,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-11,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-12,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-13,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-14,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-15,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-16,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-17,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-18,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-19,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-20,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-21,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-22,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-23,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-24,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-25,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-26,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-27,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-28,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-29,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-30,Region 7,Region 9,0,0,0,0,Presque Isle
Presque Isle,2020-03-31,Region 7,Region 9,1,0,1,0,Presque Isle
Presque Isle,2020-04-01,Region 7,Region 9,0,0,1,0,Presque Isle
Presque Isle,2020-04-02,Region 7,Region 9,1,0,2,0,Presque Isle
Presque Isle,2020-04-03,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-04,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-05,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-06,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-07,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-08,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-09,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-10,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-11,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-12,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-13,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-14,Region 7,Region 9,0,0,2,0,Presque Isle
Presque Isle,2020-04-15,Region 7,Region 9,1,0,3,0,Presque Isle
Presque Isle,2020-04-16,Region 7,Region 9,0,0,3,0,Presque Isle
Presque Isle,2020-04-17,Region 7,Region 9,0,0,3,0,Presque Isle
Presque Isle,2020-04-18,Region 7,Region 9,3,0,6,0,Presque Isle
Presque Isle,2020-04-19,Region 7,Region 9,1,0,7,0,Presque Isle
Presque Isle,2020-04-20,Region 7,Region 9,0,0,7,0,Presque Isle
Presque Isle,2020-04-21,Region 7,Region 9,1,0,8,0,Presque Isle
Presque Isle,2020-04-22,Region 7,Region 9,2,0,10,0,Presque Isle
Presque Isle,2020-04-23,Region 7,Region 9,0,0,10,0,Presque Isle
Presque Isle,2020-04-24,Region 7,Region 9,0,0,10,0,Presque Isle
Presque Isle,2020-04-25,Region 7,Region 9,0,0,10,0,Presque Isle
Presque Isle,2020-04-26,Region 7,Region 9,0,0,10,0,Presque Isle
Presque Isle,2020-04-27,Region 7,Region 9,0,0,10,0,Presque Isle
Presque Isle,2020-04-28,Region 7,Region 9,1,0,11,0,Presque Isle
Presque Isle,2020-04-29,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-04-30,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-01,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-02,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-03,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-04,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-05,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-06,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-07,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-08,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-09,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-10,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-11,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-12,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-13,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-14,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-15,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-16,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-17,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-18,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-19,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-20,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-21,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-22,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-23,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-24,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-25,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-26,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-27,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-28,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-29,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-30,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-05-31,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-01,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-02,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-03,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-04,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-05,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-06,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-07,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-08,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-09,Region 7,Region 9,0,0,11,0,Presque Isle
Presque Isle,2020-06-10,Region 7,Region 9,1,0,12,0,Presque Isle
Presque Isle,2020-06-11,Region 7,Region 9,0,0,12,0,Presque Isle
Presque Isle,2020-06-12,Region 7,Region 9,0,0,12,0,Presque Isle
Roscommon,2020-03-01,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-02,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-03,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-04,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-05,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-06,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-07,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-08,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-09,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-10,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-11,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-12,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-13,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-14,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-15,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-16,Region 7,Region 9,0,0,0,0,Roscommon
Roscommon,2020-03-17,Region 7,Region 9,1,0,1,0,Roscommon
Roscommon,2020-03-18,Region 7,Region 9,1,0,2,0,Roscommon
Roscommon,2020-03-19,Region 7,Region 9,0,0,2,0,Roscommon
Roscommon,2020-03-20,Region 7,Region 9,0,0,2,0,Roscommon
Roscommon,2020-03-21,Region 7,Region 9,1,0,3,0,Roscommon
Roscommon,2020-03-22,Region 7,Region 9,0,0,3,0,Roscommon
Roscommon,2020-03-23,Region 7,Region 9,1,0,4,0,Roscommon
Roscommon,2020-03-24,Region 7,Region 9,0,0,4,0,Roscommon
Roscommon,2020-03-25,Region 7,Region 9,1,0,5,0,Roscommon
Roscommon,2020-03-26,Region 7,Region 9,0,0,5,0,Roscommon
Roscommon,2020-03-27,Region 7,Region 9,1,0,6,0,Roscommon
Roscommon,2020-03-28,Region 7,Region 9,0,0,6,0,Roscommon
Roscommon,2020-03-29,Region 7,Region 9,1,0,7,0,Roscommon
Roscommon,2020-03-30,Region 7,Region 9,2,0,9,0,Roscommon
Roscommon,2020-03-31,Region 7,Region 9,0,0,9,0,Roscommon
Roscommon,2020-04-01,Region 7,Region 9,1,0,10,0,Roscommon
Roscommon,2020-04-02,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-03,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-04,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-05,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-06,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-07,Region 7,Region 9,0,0,10,0,Roscommon
Roscommon,2020-04-08,Region 7,Region 9,1,0,11,0,Roscommon
Roscommon,2020-04-09,Region 7,Region 9,0,0,11,0,Roscommon
Roscommon,2020-04-10,Region 7,Region 9,0,0,11,0,Roscommon
Roscommon,2020-04-11,Region 7,Region 9,0,0,11,0,Roscommon
Roscommon,2020-04-12,Region 7,Region 9,0,0,11,0,Roscommon
Roscommon,2020-04-13,Region 7,Region 9,1,0,12,0,Roscommon
Roscommon,2020-04-14,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-15,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-16,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-17,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-18,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-19,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-20,Region 7,Region 9,0,0,12,0,Roscommon
Roscommon,2020-04-21,Region 7,Region 9,1,0,13,0,Roscommon
Roscommon,2020-04-22,Region 7,Region 9,0,0,13,0,Roscommon
Roscommon,2020-04-23,Region 7,Region 9,0,0,13,0,Roscommon
Roscommon,2020-04-24,Region 7,Region 9,0,0,13,0,Roscommon
Roscommon,2020-04-25,Region 7,Region 9,1,0,14,0,Roscommon
Roscommon,2020-04-26,Region 7,Region 9,1,0,15,0,Roscommon
Roscommon,2020-04-27,Region 7,Region 9,2,0,17,0,Roscommon
Roscommon,2020-04-28,Region 7,Region 9,0,0,17,0,Roscommon
Roscommon,2020-04-29,Region 7,Region 9,2,0,19,0,Roscommon
Roscommon,2020-04-30,Region 7,Region 9,0,0,19,0,Roscommon
Roscommon,2020-05-01,Region 7,Region 9,0,0,19,0,Roscommon
Roscommon,2020-05-02,Region 7,Region 9,0,0,19,0,Roscommon
Roscommon,2020-05-03,Region 7,Region 9,0,0,19,0,Roscommon
Roscommon,2020-05-04,Region 7,Region 9,0,0,19,0,Roscommon
Roscommon,2020-05-05,Region 7,Region 9,1,0,20,0,Roscommon
Roscommon,2020-05-06,Region 7,Region 9,1,0,21,0,Roscommon
Roscommon,2020-05-07,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-08,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-09,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-10,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-11,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-12,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-13,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-14,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-15,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-16,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-17,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-18,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-19,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-20,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-21,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-22,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-23,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-24,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-25,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-26,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-27,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-28,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-29,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-30,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-05-31,Region 7,Region 9,0,0,21,0,Roscommon
Roscommon,2020-06-01,Region 7,Region 9,0,0,21,0,Roscommon
